chr;pos;B73;B97;CML103;CML228;CML247;CML277;CML322;CML333;CML52;CML69;HP301;Il14H;Ki11;KI3;Ky21;M162W;M37W;Ms71;NC350;Oh43;Oh7B;P39;Tx303;Tzi8
5;8220010;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;8598835;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;9279776;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;11737636;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;11990631;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;11992708;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;13664679;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;13981667;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;15056528;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;16208240;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;18240488;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;20089946;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;20090863;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;21770965;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;21771015;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;23135577;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;30064518;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;30239292;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;31528260;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;32366193;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;32599139;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;34586850;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;34587029;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;37030384;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;37788653;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;37794716;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;37794899;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;38502372;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;49203492;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;57507670;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;57933514;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;57933548;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;57934409;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;58576757;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;59299993;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;59300361;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;60072336;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;60964334;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;61405802;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;63415425;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;63418190;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;65741535;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;68419652;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;69319346;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;69392049;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;71093631;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;71095193;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;72408251;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;75234294;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;77679565;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;81227637;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;83357444;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;83544273;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;88604977;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;91096945;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;97952638;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;112179855;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;139367405;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;145121179;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;158032440;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;158599491;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;160321846;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;166468431;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;167873309;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;167884630;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;168080654;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;168924730;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;169099166;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;169099372;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;169719641;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;171389177;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;171688876;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;172230823;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;172682963;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;175459765;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;175463023;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;178584058;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;179953106;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
5;180413515;NC_024463.2;LR622802.1;LR617278.1;LR626768.1;LR615274.1;LR612610.1;LR624070.1;LR610908.1;LR698831.1;LR622002.1;LR619273.1;LR612892.1;LR620671.1;LR625235.1;LR608024.1;LR611704.1;LR627507.1;LR633937.1;LR609816.1;LR614205.1;LR615889.1;LR608437.1;LR631176.1;LR630131.1
